"Sex","Ethnicity","Legal_Status","Custody_Status","Marital_Status","Recidivism_Supervision_Level","Raw_Score","Decile_Score"
"Male","African-American","Pretrial","Jail Inmate","Single","Medium",0.608333333333333,0.636363636363636
"Male","Caucasian","Pretrial","Jail Inmate","Single","Medium",0.6375,0.636363636363636
"Male","African-American","Pretrial","Jail Inmate","Significant Other","Low",0.46875,0.363636363636364
"Male","African-American","Pretrial","Jail Inmate","Separated","Medium",0.652083333333333,0.727272727272727
"Male","African-American","Pretrial","Jail Inmate","Single","High",0.889583333333333,1
"Male","Caucasian","Pretrial","Jail Inmate","Single","Low",0.5125,0.363636363636364
"Male","Caucasian","Pretrial","Jail Inmate","Single","Low",0.129166666666667,0.181818181818182
"Male","Caucasian","Pretrial","Jail Inmate","Single","Low",0.475,0.363636363636364
"Male","African-American","Pretrial","Jail Inmate","Single","Low",0.475,0.363636363636364
"Male","African-American","Pretrial","Jail Inmate","Significant Other","Low",0.422916666666667,0.272727272727273
"Male","Caucasian","Pretrial","Jail Inmate","Single","Low",0.43125,0.272727272727273
"Male","Hispanic","Pretrial","Jail Inmate","Single","Low",0.414583333333333,0.272727272727273
"Male","Hispanic","Pretrial","Jail Inmate","Single","High",0.770833333333333,0.909090909090909
"Female","Caucasian","Pretrial","Jail Inmate","Single","Medium",0.597916666666667,0.727272727272727
"Male","Caucasian","Pretrial","Jail Inmate","Single","Low",0.520833333333333,0.454545454545455
"Male","African-American","Pretrial","Jail Inmate","Single","Low",0.260416666666667,0.181818181818182
"Male","Caucasian","Pretrial","Jail Inmate","Single","Low",0.26875,0.181818181818182
"Male","African-American","Pretrial","Jail Inmate","Single","Low",0.560416666666667,0.454545454545455
"Female","Other","Pretrial","Jail Inmate","Single","Low",0.279166666666667,0.181818181818182
"Male","African-American","Pretrial","Jail Inmate","Married","Low",0.539583333333333,0.454545454545455
"Male","African-American","Pretrial","Jail Inmate","Single","Low",0.179166666666667,0.181818181818182
"Male","Caucasian","Pretrial","Jail Inmate","Married","Low",0.6,0.545454545454545
"Male","African-American","Pretrial","Jail Inmate","Married","Low",0.545833333333333,0.454545454545455
"Male","Caucasian","Pretrial","Jail Inmate","Divorced","Low",0.102083333333333,0.181818181818182
"Male","African-American","Pretrial","Jail Inmate","Single","Medium with Override Consideration",0.729166666666667,0.818181818181818
"Male","African-American","Pretrial","Jail Inmate","Significant Other","Low",0.454166666666667,0.272727272727273
"Male","Caucasian","Pretrial","Jail Inmate","Single","Low",0.289583333333333,0.181818181818182
"Female","African-American","Pretrial","Jail Inmate","Single","Low",0.23125,0.181818181818182
"Male","African-American","Pretrial","Jail Inmate","Single","Medium with Override Consideration",0.683333333333333,0.727272727272727
"Male","African-American","Pretrial","Jail Inmate","Married","Low",0.139583333333333,0.181818181818182
"Male","African-American","Pretrial","Jail Inmate","Single","Low",0.227083333333333,0.181818181818182
"Female","Caucasian","Pretrial","Jail Inmate","Single","Low",0.316666666666667,0.181818181818182
"Male","Caucasian","Pretrial","Jail Inmate","Single","Medium",0.660416666666667,0.727272727272727
"Male","African-American","Pretrial","Jail Inmate","Single","Low",0.410416666666667,0.272727272727273
"Male","Caucasian","Pretrial","Jail Inmate","Single","Medium",0.55625,0.454545454545455
"Female","African-American","Pretrial","Jail Inmate","Single","Low",0.420833333333333,0.363636363636364
"Male","African-American","Pretrial","Jail Inmate","Single","High",0.829166666666667,1
"Female","African-American","Pretrial","Jail Inmate","Single","High",0.675,0.818181818181818
"Female","African-American","Pretrial","Jail Inmate","Single","Low",0.435416666666667,0.363636363636364
"Female","Caucasian","Pretrial","Pretrial Defendant","Single","Low",0.325,0.272727272727273
"Male","Caucasian","Pretrial","Jail Inmate","Single","Low",0.402083333333333,0.272727272727273
"Male","Caucasian","Pretrial","Parole","Single","High",0.833333333333333,1
"Female","Caucasian","Post Sentence","Probation","Widowed","Low",0.320833333333333,0.181818181818182
"Male","Caucasian","Pretrial","Jail Inmate","Single","Low",0.414583333333333,0.272727272727273
"Male","African-American","Post Sentence","Probation","Single","Low",0.520833333333333,0.454545454545455
"Female","Caucasian","Pretrial","Probation","Single","Medium",0.65625,0.727272727272727
"Male","African-American","Pretrial","Jail Inmate","Single","Low",0.53125,0.454545454545455
"Male","Hispanic","Post Sentence","Probation","Single","Low",0.377083333333333,0.181818181818182
"Male","Caucasian","Pretrial","Jail Inmate","Single","Low",0.345833333333333,0.181818181818182
"Male","Hispanic","Pretrial","Jail Inmate","Single","Low",0.383333333333333,0.272727272727273
"Male","African-American","Pretrial","Jail Inmate","Single","Low",0.579166666666667,0.545454545454545
"Male","Caucasian","Post Sentence","Probation","Divorced","Low",0.447916666666667,0.272727272727273
"Male","African-American","Post Sentence","Probation","Single","Low",0.6,0.545454545454545
"Male","Caucasian","Pretrial","Jail Inmate","Single","Low",0.5625,0.545454545454545
"Male","Hispanic","Pretrial","Jail Inmate","Married","Low",0.5625,0.545454545454545
"Female","African-American","Other","Probation","Single","Medium",0.6125,0.727272727272727
"Female","Caucasian","Pretrial","Jail Inmate","Divorced","Low",0.3375,0.272727272727273
"Male","Hispanic","Pretrial","Pretrial Defendant","Single","Low",0.4125,0.272727272727273
"Male","African-American","Pretrial","Jail Inmate","Single","Medium",0.666666666666667,0.727272727272727
"Male","Caucasian","Pretrial","Jail Inmate","Married","Low",0.408333333333333,0.272727272727273
"Male","African-American","Pretrial","Jail Inmate","Single","Medium",0.622916666666667,0.636363636363636
"Female","Caucasian","Post Sentence","Probation","Widowed","Low",0.158333333333333,0.181818181818182
"Male","Caucasian","Pretrial","Jail Inmate","Single","Low",0.3375,0.181818181818182
"Female","Hispanic","Post Sentence","Probation","Single","Medium",0.59375,0.727272727272727
"Female","Caucasian","Pretrial","Jail Inmate","Single","Medium",0.591666666666667,0.636363636363636
"Male","African-American","Post Sentence","Probation","Single","Medium",0.625,0.636363636363636
"Male","Asian","Pretrial","Jail Inmate","Married","Low",0.308333333333333,0.181818181818182
"Male","Caucasian","Other","Probation","Single","Low",0.50625,0.363636363636364
"Male","African-American","Post Sentence","Probation","Married","Low",0.6,0.545454545454545
"Male","African-American","Post Sentence","Probation","Single","Low",0.497916666666667,0.363636363636364
"Male","African-American","Pretrial","Jail Inmate","Single","Low",0.422916666666667,0.272727272727273
"Female","Caucasian","Post Sentence","Probation","Married","Low",0.404166666666667,0.363636363636364
"Male","African-American","Post Sentence","Probation","Single","Medium with Override Consideration",0.777083333333333,0.909090909090909
"Male","Hispanic","Pretrial","Jail Inmate","Single","Medium",0.622916666666667,0.636363636363636
"Male","Caucasian","Pretrial","Jail Inmate","Married","Low",0.291666666666667,0.181818181818182
"Male","Caucasian","Other","Probation","Married","Low",0.333333333333333,0.181818181818182
"Female","African-American","Pretrial","Jail Inmate","Significant Other","Low",0.522916666666667,0.545454545454545
"Male","Hispanic","Pretrial","Jail Inmate","Single","Low",0.310416666666667,0.181818181818182
"Male","Other","Other","Probation","Single","Medium",0.604166666666667,0.636363636363636
"Female","Other","Pretrial","Jail Inmate","Married","Low",0.222916666666667,0.181818181818182
"Male","Caucasian","Pretrial","Jail Inmate","Single","Low",0.485416666666667,0.363636363636364
"Male","Hispanic","Post Sentence","Probation","Single","Low",0.45625,0.272727272727273
"Male","Caucasian","Pretrial","Jail Inmate","Single","Low",0.591666666666667,0.545454545454545
"Male","African-American","Pretrial","Pretrial Defendant","Single","Medium with Override Consideration",0.870833333333333,1
"Male","Caucasian","Pretrial","Jail Inmate","Significant Other","Low",0.370833333333333,0.181818181818182
"Male","Hispanic","Other","Probation","Married","Low",0.53125,0.454545454545455
"Male","African-American","Pretrial","Jail Inmate","Single","Low",0.26875,0.181818181818182
"Male","African-American","Post Sentence","Probation","Single","Medium",0.645833333333333,0.727272727272727
"Male","African-American","Pretrial","Jail Inmate","Single","Medium with Override Consideration",0.733333333333333,0.909090909090909
"Male","African-American","Post Sentence","Probation","Single","Medium with Override Consideration",0.772916666666667,0.909090909090909
"Male","Caucasian","Post Sentence","Probation","Single","Medium with Override Consideration",0.69375,0.818181818181818
"Male","African-American","Post Sentence","Probation","Single","Low",0.452083333333333,0.272727272727273
"Male","Caucasian","Post Sentence","Probation","Married","Low",0.25,0.181818181818182
"Male","Caucasian","Post Sentence","Probation","Single","Low",0.50625,0.363636363636364
"Male","Caucasian","Pretrial","Jail Inmate","Single","Low",0.45,0.272727272727273
"Male","African-American","Post Sentence","Probation","Married","Low",0.44375,0.272727272727273
"Male","African-American","Pretrial","Jail Inmate","Single","Low",0.45625,0.272727272727273
"Male","Caucasian","Post Sentence","Probation","Married","Low",0.539583333333333,0.454545454545455
"Female","African-American","Post Sentence","Probation","Single","Low",0.477083333333333,0.454545454545455
"Male","Hispanic","Pretrial","Jail Inmate","Single","Low",0.439583333333333,0.272727272727273
"Male","Caucasian","Post Sentence","Probation","Married","Low",0.272916666666667,0.181818181818182
"Male","Caucasian","Post Sentence","Probation","Separated","Low",0.43125,0.272727272727273
"Male","Caucasian","Pretrial","Pretrial Defendant","Divorced","Low",0.116666666666667,0.181818181818182
"Male","African-American","Pretrial","Jail Inmate","Single","Medium with Override Consideration",0.764583333333333,0.909090909090909
"Female","Caucasian","Post Sentence","Probation","Single","Medium",0.616666666666667,0.727272727272727
"Male","African-American","Pretrial","Jail Inmate","Single","Medium",0.629166666666667,0.636363636363636
"Male","Caucasian","Pretrial","Jail Inmate","Married","Medium",0.6125,0.636363636363636
"Male","African-American","Pretrial","Jail Inmate","Single","Medium with Override Consideration",0.739583333333333,0.909090909090909
"Male","African-American","Post Sentence","Probation","Single","Low",0.370833333333333,0.181818181818182
"Male","Caucasian","Post Sentence","Probation","Divorced","Low",0.23125,0.181818181818182
"Male","African-American","Post Sentence","Probation","Single","Low",0.485416666666667,0.363636363636364
"Male","Caucasian","Post Sentence","Probation","Separated","Low",0.454166666666667,0.272727272727273
"Male","Caucasian","Post Sentence","Probation","Single","Medium with Override Consideration",0.708333333333333,0.818181818181818
"Male","Hispanic","Post Sentence","Probation","Single","Low",0.51875,0.454545454545455
"Male","Hispanic","Other","Probation","Divorced","Low",0.35625,0.181818181818182
"Male","African-American","Post Sentence","Probation","Single","Medium with Override Consideration",0.73125,0.818181818181818
"Male","Caucasian","Post Sentence","Probation","Single","Medium with Override Consideration",0.672916666666667,0.727272727272727
"Female","African-American","Post Sentence","Probation","Single","Medium with Override Consideration",0.675,0.818181818181818
"Male","Caucasian","Post Sentence","Probation","Single","Low",0.533333333333333,0.454545454545455
"Female","Caucasian","Post Sentence","Probation","Married","Medium with Override Consideration",0.85,1
"Male","African-American","Post Sentence","Probation","Single","Medium",0.645833333333333,0.636363636363636
"Male","African-American","Post Sentence","Probation","Single","Low",0.520833333333333,0.454545454545455
"Male","African-American","Pretrial","Pretrial Defendant","Married","Low",0.5125,0.363636363636364
"Male","Caucasian","Post Sentence","Probation","Single","Low",0.145833333333333,0.181818181818182
"Male","Caucasian","Pretrial","Jail Inmate","Single","Low",0.429166666666667,0.272727272727273
"Female","African-American","Post Sentence","Probation","Single","Medium",0.55625,0.636363636363636
"Male","Caucasian","Post Sentence","Probation","Single","Low",0.4625,0.363636363636364
"Female","African-American","Post Sentence","Probation","Single","Medium",0.6375,0.727272727272727
"Male","Caucasian","Post Sentence","Probation","Divorced","Medium",0.610416666666667,0.636363636363636
"Male","African-American","Post Sentence","Probation","Single","Low",0.385416666666667,0.272727272727273
"Male","Hispanic","Post Sentence","Probation","Divorced","Low",0.314583333333333,0.181818181818182
"Female","Caucasian","Post Sentence","Probation","Married","Low",0.277083333333333,0.181818181818182
"Female","Hispanic","Post Sentence","Probation","Divorced","Low",0.347916666666667,0.272727272727273
"Female","Caucasian","Post Sentence","Probation","Single","Low",0.414583333333333,0.363636363636364
"Male","Hispanic","Post Sentence","Probation","Single","Low",0.4875,0.363636363636364
"Male","Caucasian","Probation Violator","Probation","Married","Medium",0.683333333333333,0.727272727272727
"Male","Caucasian","Post Sentence","Probation","Married","Low",0.185416666666667,0.181818181818182
"Male","African-American","Post Sentence","Probation","Single","Medium",0.622916666666667,0.636363636363636
"Male","African-American","Pretrial","Pretrial Defendant","Single","Medium",0.508333333333333,0.363636363636364
"Male","Caucasian","Post Sentence","Probation","Divorced","Low",0.241666666666667,0.181818181818182
"Male","Caucasian","Other","Probation","Married","Low",0.54375,0.454545454545455
"Male","Caucasian","Pretrial","Jail Inmate","Significant Other","Low",0.266666666666667,0.181818181818182
"Male","African-American","Conditional Release","Probation","Single","Medium with Override Consideration",0.745833333333333,0.818181818181818
"Male","Caucasian","Conditional Release","Probation","Divorced","Low",0.43125,0.272727272727273
"Male","Hispanic","Post Sentence","Probation","Single","Medium with Override Consideration",0.695833333333333,0.818181818181818
"Male","Caucasian","Post Sentence","Probation","Single","Low",0.435416666666667,0.272727272727273
"Female","African-American","Post Sentence","Probation","Single","Medium with Override Consideration",0.641666666666667,0.818181818181818
"Male","African-American","Other","Probation","Single","Medium",0.68125,0.727272727272727
"Female","African-American","Pretrial","Pretrial Defendant","Single","Medium with Override Consideration",0.7125,0.909090909090909
"Male","African-American","Pretrial","Pretrial Defendant","Single","Low",0.545833333333333,0.454545454545455
"Male","Caucasian","Post Sentence","Probation","Single","Medium with Override Consideration",0.75,0.909090909090909
"Female","African-American","Post Sentence","Probation","Single","Low",0.445833333333333,0.363636363636364
"Male","Hispanic","Post Sentence","Probation","Single","High",0.735416666666667,0.909090909090909
"Female","Caucasian","Post Sentence","Probation","Married","Low",0.3125,0.181818181818182
"Male","Caucasian","Other","Probation","Single","Low",0.445833333333333,0.272727272727273
"Male","African-American","Post Sentence","Probation","Single","Medium",0.66875,0.727272727272727
"Female","African-American","Other","Probation","Divorced","Low",0.239583333333333,0.181818181818182
"Female","Hispanic","Pretrial","Pretrial Defendant","Single","Low",0.458333333333333,0.454545454545455
"Male","Hispanic","Post Sentence","Probation","Single","Medium",0.633333333333333,0.636363636363636
"Male","Caucasian","Other","Probation","Single","Medium with Override Consideration",0.870833333333333,1
"Male","African-American","Post Sentence","Probation","Single","High",0.71875,0.818181818181818
"Male","African-American","Post Sentence","Residential Program","Single","High",0.814583333333333,1
"Male","Caucasian","Post Sentence","Probation","Single","Medium",0.625,0.636363636363636
"Male","Hispanic","Pretrial","Pretrial Defendant","Single","Low",0.1375,0.181818181818182
"Male","African-American","Other","Probation","Married","Medium with Override Consideration",0.75,0.909090909090909
"Male","African-American","Post Sentence","Probation","Single","Low",0.54375,0.454545454545455
"Male","African-American","Other","Probation","Single","Low",0.570833333333333,0.545454545454545
"Male","African-American","Post Sentence","Probation","Single","Low",0.485416666666667,0.363636363636364
"Male","Caucasian","Pretrial","Pretrial Defendant","Single","Low",0.289583333333333,0.181818181818182
"Male","Caucasian","Other","Probation","Single","Low",0.466666666666667,0.363636363636364
"Male","Caucasian","Pretrial","Jail Inmate","Married","Low",0.3125,0.181818181818182
"Male","African-American","Post Sentence","Probation","Single","Low",0.283333333333333,0.181818181818182
"Male","African-American","Pretrial","Jail Inmate","Single","Low",0.25625,0.181818181818182
"Female","Hispanic","Pretrial","Pretrial Defendant","Single","Low",0.397916666666667,0.363636363636364
"Female","Caucasian","Post Sentence","Probation","Divorced","Low",0.479166666666667,0.454545454545455
"Female","Caucasian","Pretrial","Jail Inmate","Married","Low",0.483333333333333,0.454545454545455
"Male","African-American","Post Sentence","Probation","Divorced","Low",0.354166666666667,0.181818181818182
"Female","African-American","Other","Probation","Single","Low",0.327083333333333,0.272727272727273
"Female","Hispanic","Pretrial","Pretrial Defendant","Single","Low",0.370833333333333,0.272727272727273
"Female","African-American","Post Sentence","Probation","Single","High",0.8375,1
"Male","Caucasian","Post Sentence","Probation","Single","Low",0.454166666666667,0.272727272727273
"Male","African-American","Post Sentence","Probation","Single","Medium with Override Consideration",0.76875,0.909090909090909
"Male","Hispanic","Post Sentence","Probation","Married","Low",0.466666666666667,0.363636363636364
"Male","Hispanic","Pretrial","Pretrial Defendant","Married","Low",0.2375,0.181818181818182
"Male","Hispanic","Post Sentence","Probation","Single","Medium",0.629166666666667,0.636363636363636
"Male","Hispanic","Post Sentence","Probation","Single","Low",0.522916666666667,0.454545454545455
"Male","Caucasian","Post Sentence","Probation","Married","Low",0.458333333333333,0.272727272727273
"Male","Caucasian","Pretrial","Pretrial Defendant","Single","Low",0.158333333333333,0.181818181818182
"Male","Other","Post Sentence","Probation","Married","Low",0.264583333333333,0.181818181818182
"Male","Hispanic","Other","Probation","Separated","Low",0.2375,0.181818181818182
"Male","Hispanic","Post Sentence","Probation","Single","Medium",0.645833333333333,0.727272727272727
"Male","African-American","Post Sentence","Probation","Married","Medium",0.635416666666667,0.636363636363636
"Male","Caucasian","Pretrial","Pretrial Defendant","Married","Low",0.320833333333333,0.181818181818182
"Female","Caucasian","Post Sentence","Probation","Single","Low",0.21875,0.181818181818182
"Female","African-American","Pretrial","Pretrial Defendant","Single","Low",0.36875,0.272727272727273
"Female","Caucasian","Post Sentence","Probation","Divorced","Low",0.302083333333333,0.181818181818182
"Male","African-American","Post Sentence","Probation","Single","Medium",0.6,0.545454545454545
"Female","Caucasian","Post Sentence","Probation","Married","Low",0.30625,0.181818181818182
"Male","Caucasian","Post Sentence","Probation","Divorced","Low",0.166666666666667,0.181818181818182
"Female","African-American","Post Sentence","Probation","Single","Low",0.458333333333333,0.454545454545455
"Male","Caucasian","Post Sentence","Probation","Single","High",0.81875,1
"Female","Caucasian","Pretrial","Pretrial Defendant","Single","Low",0.354166666666667,0.272727272727273
"Male","African-American","Pretrial","Pretrial Defendant","Single","Low",0.552083333333333,0.454545454545455
"Male","African-American","Post Sentence","Probation","Married","Low",0.54375,0.454545454545455
"Male","African-American","Post Sentence","Probation","Single","Low",0.558333333333333,0.454545454545455
"Female","Other","Post Sentence","Probation","Single","Low",0.297916666666667,0.181818181818182
"Male","African-American","Other","Probation","Single","Low",0.452083333333333,0.272727272727273
"Male","African-American","Post Sentence","Probation","Single","Medium",0.570833333333333,0.545454545454545
"Female","Caucasian","Post Sentence","Probation","Divorced","Low",0.235416666666667,0.181818181818182
"Male","Caucasian","Post Sentence","Probation","Single","Low",0.25,0.181818181818182
"Male","African-American","Post Sentence","Probation","Divorced","Low",0.395833333333333,0.272727272727273
"Male","African-American","Pretrial","Pretrial Defendant","Single","Medium with Override Consideration",0.733333333333333,0.909090909090909
"Female","Caucasian","Pretrial","Pretrial Defendant","Married","Low",0.425,0.363636363636364
"Female","African-American","Pretrial","Pretrial Defendant","Single","Low",0.21875,0.181818181818182
"Male","Caucasian","Pretrial","Pretrial Defendant","Single","Low",0.535416666666667,0.454545454545455
"Male","Caucasian","Post Sentence","Probation","Married","Low",0.327083333333333,0.181818181818182
"Male","African-American","Post Sentence","Probation","Single","Low",0.372916666666667,0.181818181818182
"Male","African-American","Post Sentence","Probation","Single","Medium",0.614583333333333,0.636363636363636
"Female","Caucasian","Post Sentence","Probation","Single","Low",0.4,0.363636363636364
"Male","Hispanic","Post Sentence","Probation","Married","Low",0.266666666666667,0.181818181818182
"Male","African-American","Pretrial","Pretrial Defendant","Single","Medium with Override Consideration",0.720833333333333,0.818181818181818
"Male","Hispanic","Post Sentence","Probation","Divorced","Low",0.464583333333333,0.363636363636364
"Female","African-American","Post Sentence","Probation","Single","Low",0.29375,0.181818181818182
"Male","African-American","Pretrial","Jail Inmate","Single","Low",0.3375,0.181818181818182
"Male","Caucasian","Other","Probation","Single","Medium",0.645833333333333,0.727272727272727
"Male","African-American","Post Sentence","Probation","Married","Low",0.304166666666667,0.181818181818182
"Male","African-American","Post Sentence","Probation","Married","Medium with Override Consideration",0.658333333333333,0.727272727272727
"Male","African-American","Post Sentence","Probation","Single","Low",0.583333333333333,0.545454545454545
"Male","African-American","Post Sentence","Probation","Single","Low",0.44375,0.272727272727273
"Male","African-American","Post Sentence","Probation","Married","Medium",0.566666666666667,0.545454545454545
"Male","African-American","Post Sentence","Probation","Single","Low",0.533333333333333,0.454545454545455
"Female","Hispanic","Pretrial","Pretrial Defendant","Married","Low",0.429166666666667,0.363636363636364
"Female","Caucasian","Post Sentence","Probation","Single","Low",0.54375,0.545454545454545
"Male","Hispanic","Post Sentence","Probation","Married","Low",0.314583333333333,0.181818181818182
"Male","African-American","Post Sentence","Probation","Single","Medium",0.65625,0.727272727272727
"Male","Caucasian","Post Sentence","Probation","Single","Low",0.397916666666667,0.272727272727273
"Male","African-American","Other","Probation","Single","Medium",0.675,0.727272727272727
"Male","Caucasian","Post Sentence","Probation","Single","Low",0.527083333333333,0.454545454545455
"Female","Caucasian","Post Sentence","Probation","Married","Low",0.272916666666667,0.181818181818182
"Male","Other","Post Sentence","Probation","Married","Low",0.202083333333333,0.181818181818182
"Female","Hispanic","Post Sentence","Probation","Single","Low",0.447916666666667,0.363636363636364
"Female","Caucasian","Post Sentence","Probation","Divorced","Low",0.266666666666667,0.181818181818182
"Male","Hispanic","Post Sentence","Probation","Single","Medium",0.625,0.636363636363636
"Male","Hispanic","Other","Probation","Single","Low",0.59375,0.545454545454545
"Male","Hispanic","Other","Probation","Single","Low",0.5625,0.545454545454545
"Male","African-American","Pretrial","Pretrial Defendant","Single","Low",0.33125,0.181818181818182
"Male","Asian","Post Sentence","Probation","Married","Low",0.316666666666667,0.181818181818182
"Male","African-American","Post Sentence","Probation","Single","High",0.889583333333333,1
"Female","Caucasian","Post Sentence","Probation","Single","Medium",0.63125,0.727272727272727
"Female","African-American","Post Sentence","Probation","Single","Medium with Override Consideration",0.654166666666667,0.818181818181818
"Female","Hispanic","Pretrial","Pretrial Defendant","Single","Medium",0.579166666666667,0.636363636363636
"Male","Asian","Post Sentence","Probation","Married","Low",0.25625,0.181818181818182
"Male","Hispanic","Other","Probation","Married","Low",0.402083333333333,0.272727272727273
"Male","Caucasian","Post Sentence","Probation","Divorced","Low",0.38125,0.272727272727273
"Female","Hispanic","Post Sentence","Probation","Separated","Low",0.516666666666667,0.545454545454545
"Male","African-American","Post Sentence","Probation","Married","Low",0.45,0.272727272727273
"Male","Hispanic","Other","Probation","Divorced","Low",0.352083333333333,0.181818181818182
"Female","African-American","Other","Probation","Single","Low",0.441666666666667,0.363636363636364
"Male","African-American","Post Sentence","Probation","Single","Medium",0.677083333333333,0.727272727272727
"Male","Oriental","Post Sentence","Probation","Married","Low",0.295833333333333,0.181818181818182
"Male","African-American","Post Sentence","Probation","Single","Medium",0.670833333333333,0.727272727272727
"Female","African-American","Post Sentence","Probation","Single","Medium with Override Consideration",0.672916666666667,0.818181818181818
"Male","African-American","Post Sentence","Probation","Single","High",0.75625,0.909090909090909
"Female","Caucasian","Post Sentence","Probation","Single","Low",0.239583333333333,0.181818181818182
"Male","Caucasian","Pretrial","Pretrial Defendant","Single","Low",0.252083333333333,0.181818181818182
"Female","African-American","Other","Probation","Single","Low",0.272916666666667,0.181818181818182
"Male","Caucasian","Conditional Release","Probation","Single","Low",0.5375,0.454545454545455
"Female","African-American","Post Sentence","Probation","Single","Medium with Override Consideration",0.683333333333333,0.818181818181818
"Male","African-American","Post Sentence","Probation","Married","Medium with Override Consideration",0.7,0.818181818181818
"Female","Caucasian","Other","Probation","Single","Low",0.491666666666667,0.454545454545455
"Female","Caucasian","Post Sentence","Probation","Single","Medium",0.61875,0.727272727272727
"Female","African-American","Conditional Release","Probation","Married","Medium",0.595833333333333,0.636363636363636
"Male","African-American","Post Sentence","Probation","Single","Low",0.541666666666667,0.454545454545455
"Female","Caucasian","Post Sentence","Probation","Married","Low",0.377083333333333,0.272727272727273
"Male","Hispanic","Pretrial","Pretrial Defendant","Married","Low",0.310416666666667,0.181818181818182
"Female","African-American","Post Sentence","Probation","Single","Low",0.539583333333333,0.545454545454545
"Male","African-American","Post Sentence","Probation","Single","Low",0.597916666666667,0.545454545454545
"Male","African-American","Pretrial","Pretrial Defendant","Single","Medium",0.670833333333333,0.727272727272727
"Female","African-American","Post Sentence","Probation","Single","Medium with Override Consideration",0.7625,1
"Male","Hispanic","Conditional Release","Probation","Single","Low",0.50625,0.363636363636364
"Male","African-American","Post Sentence","Probation","Single","Low",0.460416666666667,0
"Female","Hispanic","Conditional Release","Probation","Single","Low",0.5125,0.454545454545455
"Male","African-American","Post Sentence","Probation","Single","Medium",0.68125,0.727272727272727
"Male","Caucasian","Post Sentence","Probation","Single","Low",0.558333333333333,0.454545454545455
"Male","African-American","Pretrial","Pretrial Defendant","Married","Low",0.275,0.181818181818182
"Male","Hispanic","Post Sentence","Probation","Single","Low",0.466666666666667,0.363636363636364
"Male","Hispanic","Pretrial","Pretrial Defendant","Married","Low",0.25,0.181818181818182
"Male","Hispanic","Post Sentence","Probation","Single","Low",0.46875,0.363636363636364
"Male","Caucasian","Post Sentence","Probation","Single","Low",0.58125,0.545454545454545
"Female","African-American","Post Sentence","Probation","Single","Medium with Override Consideration",0.741666666666667,0.909090909090909
"Male","African-American","Post Sentence","Probation","Single","Low",0.525,0.454545454545455
"Male","Caucasian","Post Sentence","Probation","Divorced","Low",0.216666666666667,0.181818181818182
"Male","Other","Post Sentence","Probation","Single","Low",0.297916666666667,0.181818181818182
"Male","African-American","Post Sentence","Probation","Divorced","Low",0.445833333333333,0.272727272727273
"Male","African-American","Post Sentence","Probation","Single","Medium",0.6625,0.727272727272727
"Male","African-American","Post Sentence","Probation","Single","Medium",0.65,0.727272727272727
"Female","African-American","Post Sentence","Probation","Single","Low",0.4375,0.363636363636364
"Female","African-American","Pretrial","Pretrial Defendant","Single","High",0.852083333333333,1
"Male","African-American","Post Sentence","Probation","Single","Medium",0.65,0.727272727272727
"Male","Hispanic","Post Sentence","Probation","Single","Low",0.441666666666667,0.272727272727273
"Male","African-American","Post Sentence","Probation","Single","Low",0.258333333333333,0.181818181818182
"Male","Hispanic","Post Sentence","Probation","Single","Low",0.25,0.181818181818182
"Female","African-American","Post Sentence","Probation","Single","Low",0.4375,0.363636363636364
"Male","African-American","Post Sentence","Probation","Divorced","Low",0.191666666666667,0.181818181818182
"Female","Hispanic","Other","Probation","Married","Low",0.3375,0.272727272727273
"Male","Caucasian","Post Sentence","Probation","Divorced","Low",0.164583333333333,0.181818181818182
"Male","Asian","Post Sentence","Probation","Single","Low",0.360416666666667,0.181818181818182
"Female","Hispanic","Pretrial","Pretrial Defendant","Single","Medium",0.55,0.636363636363636
"Female","African-American","Post Sentence","Probation","Single","Low",0.375,0.272727272727273
"Male","Hispanic","Pretrial","Jail Inmate","Single","Low",0.3375,0.181818181818182
"Male","African-American","Pretrial","Pretrial Defendant","Single","Low",0.516666666666667,0.454545454545455
"Male","Caucasian","Post Sentence","Probation","Divorced","Low",0.504166666666667,0.363636363636364
"Male","African-American","Other","Probation","Single","Low",0.420833333333333,0.272727272727273
"Female","Asian","Post Sentence","Probation","Married","Low",0.229166666666667,0.181818181818182
"Male","African-American","Post Sentence","Probation","Single","Medium with Override Consideration",0.716666666666667,0.818181818181818
"Male","African-American","Post Sentence","Probation","Single","Low",0.316666666666667,0.181818181818182
"Male","Hispanic","Other","Probation","Single","Low",0.425,0.272727272727273
"Male","African-American","Post Sentence","Probation","Married","Low",0.416666666666667,0.272727272727273
"Male","Hispanic","Pretrial","Pretrial Defendant","Single","Medium",0.685416666666667,0.727272727272727
"Male","Hispanic","Post Sentence","Probation","Single","Medium",0.633333333333333,0.636363636363636
"Male","Hispanic","Other","Probation","Single","Low",0.520833333333333,0.454545454545455
"Female","Hispanic","Post Sentence","Probation","Single","Low",0.535416666666667,0.545454545454545
"Male","Caucasian","Pretrial","Jail Inmate","Married","Low",0.352083333333333,0.181818181818182
"Male","African-American","Post Sentence","Probation","Single","Low",0.420833333333333,0.272727272727273
"Male","African-American","Post Sentence","Probation","Single","Low",0.33125,0.181818181818182
"Male","African-American","Other","Probation","Single","Low",0.429166666666667,0.272727272727273
