"Sex","Ethnicity","Legal_Status","Custody_Status","Marital_Status","Recidivism_Supervision_Level","Raw_Score"
"Female","Caucasian","Pretrial","Jail Inmate","Single","Medium",0.575
"Male","Caucasian","Pretrial","Jail Inmate","Significant Other","Medium with Override Consideration",0.725
"Male","African-American","Pretrial","Jail Inmate","Single","Medium with Override Consideration",0.685416666666667
"Male","Caucasian","Pretrial","Jail Inmate","Single","Low",0.55625
"Female","Caucasian","Pretrial","Jail Inmate","Single","Low",0.333333333333333
"Male","African-American","Pretrial","Jail Inmate","Single","High",0.908333333333333
"Male","Caucasian","Pretrial","Jail Inmate","Single","Low",0.491666666666667
"Male","African-American","Pretrial","Jail Inmate","Single","Low",0.445833333333333
"Male","Caucasian","Pretrial","Jail Inmate","Single","Low",0.425
"Female","African-American","Post Sentence","Probation","Single","Low",0.5125
"Male","African-American","Pretrial","Jail Inmate","Significant Other","Low",0.46875
"Male","Caucasian","Post Sentence","Probation","Single","Low",0.53125
"Female","Caucasian","Pretrial","Pretrial Defendant","Divorced","Low",0.402083333333333
"Male","Hispanic","Post Sentence","Probation","Single","Low",0.452083333333333
"Male","Other","Pretrial","Jail Inmate","Married","Low",0.395833333333333
"Male","Hispanic","Other","Probation","Single","Low",0.470833333333333
"Male","Caucasian","Post Sentence","Probation","Separated","Low",0.31875
"Male","African-American","Other","Probation","Single","Medium",0.604166666666667
"Female","African-American","Post Sentence","Probation","Single","Low",0.520833333333333
"Male","Caucasian","Post Sentence","Probation","Single","Low",0.554166666666667
"Female","Hispanic","Post Sentence","Probation","Single","Medium",0.547916666666667
"Male","African-American","Other","Probation","Single","Low",0.283333333333333
"Male","Caucasian","Post Sentence","Probation","Single","Low",0.51875
"Male","African-American","Post Sentence","Probation","Single","Low",0.4875
"Female","Caucasian","Pretrial","Jail Inmate","Widowed","Low",0.210416666666667
"Female","Caucasian","Pretrial","Jail Inmate","Single","Medium",0.554166666666667
"Female","African-American","Pretrial","Jail Inmate","Single","Low",0.504166666666667
"Male","African-American","Post Sentence","Probation","Married","Low",0.5
"Female","Caucasian","Pretrial","Jail Inmate","Significant Other","Low",0.347916666666667
"Male","Hispanic","Other","Probation","Married","Low",0.179166666666667
"Female","Caucasian","Pretrial","Jail Inmate","Single","Medium with Override Consideration",0.677083333333333
"Female","African-American","Post Sentence","Probation","Single","Medium",0.602083333333333
"Male","Caucasian","Post Sentence","Probation","Single","Low",0.208333333333333
"Male","Caucasian","Pretrial","Jail Inmate","Single","Medium",0.675
"Female","Caucasian","Post Sentence","Probation","Single","Medium with Override Consideration",0.8125
"Male","Caucasian","Pretrial","Jail Inmate","Single","Low",0.29375
"Female","African-American","Post Sentence","Probation","Separated","Low",0.39375
"Female","Caucasian","Pretrial","Jail Inmate","Single","Low",0.51875
"Male","Hispanic","Post Sentence","Probation","Single","High",0.722916666666667
"Female","African-American","Conditional Release","Probation","Single","Low",0.50625
"Male","Caucasian","Post Sentence","Probation","Single","Low",0.51875
"Female","Caucasian","Pretrial","Jail Inmate","Single","High",0.677083333333333
"Female","Caucasian","Post Sentence","Probation","Widowed","Low",0.379166666666667
"Male","Caucasian","Pretrial","Jail Inmate","Single","Medium",0.552083333333333
"Male","Caucasian","Pretrial","Jail Inmate","Single","Medium with Override Consideration",0.683333333333333
"Male","Caucasian","Post Sentence","Probation","Single","Low",0.522916666666667
"Male","African-American","Pretrial","Jail Inmate","Significant Other","Low",0.50625
"Female","Hispanic","Post Sentence","Probation","Married","Low",0.475
"Female","African-American","Other","Probation","Single","Medium",0.575
"Male","Hispanic","Post Sentence","Probation","Married","Low",0.2375
"Male","Caucasian","Post Sentence","Probation","Single","Low",0.466666666666667
"Female","Other","Pretrial","Jail Inmate","Married","Low",0.185416666666667
"Female","Caucasian","Probation Violator","Probation","Single","Medium",0.658333333333333
"Female","Caucasian","Pretrial","Jail Inmate","Single","Low",0.358333333333333
"Male","African-American","Pretrial","Jail Inmate","Single","Low",0.479166666666667
"Male","African-American","Post Sentence","Probation","Single","Low",0.4875
"Male","African-American","Pretrial","Jail Inmate","Single","Low",0.46875
"Male","Hispanic","Post Sentence","Probation","Single","Medium",0.608333333333333
"Male","Hispanic","Pretrial","Pretrial Defendant","Married","Low",0.158333333333333
"Female","African-American","Post Sentence","Probation","Single","Low",0.508333333333333
"Male","African-American","Pretrial","Jail Inmate","Single","Medium",0.577083333333333
"Male","African-American","Pretrial","Jail Inmate","Single","High",0.7875
"Male","African-American","Post Sentence","Probation","Married","Low",0.491666666666667
"Female","African-American","Pretrial","Jail Inmate","Single","Low",0.527083333333333
"Female","African-American","Other","Probation","Single","Low",0.41875
"Male","African-American","Pretrial","Pretrial Defendant","Single","Low",0.483333333333333
"Male","Other","Pretrial","Jail Inmate","Significant Other","Low",0.425
"Male","Caucasian","Post Sentence","Probation","Single","Low",0.4625
"Male","African-American","Post Sentence","Probation","Single","Low",0.139583333333333
"Male","African-American","Pretrial","Pretrial Defendant","Single","High",0.797916666666667
"Female","Caucasian","Post Sentence","Probation","Single","Low",0.39375
"Male","African-American","Pretrial","Jail Inmate","Married","Medium",0.647916666666667
"Male","Caucasian","Pretrial","Pretrial Defendant","Single","Medium",0.654166666666667
"Male","African-American","Post Sentence","Probation","Single","Low",0.48125
"Male","Caucasian","Post Sentence","Probation","Married","Low",0.179166666666667
"Male","Caucasian","Pretrial","Jail Inmate","Single","Low",0.4125
"Male","African-American","Pretrial","Jail Inmate","Single","Low",0.389583333333333
"Male","Caucasian","Post Sentence","Probation","Single","Medium with Override Consideration",0.697916666666667
"Male","African-American","Pretrial","Jail Inmate","Single","Low",0.395833333333333
"Female","African-American","Post Sentence","Probation","Single","Low",0.45625
"Male","African-American","Pretrial","Pretrial Defendant","Single","High",0.770833333333333
"Male","Caucasian","Pretrial","Pretrial Defendant","Single","High",0.766666666666667
"Male","Hispanic","Pretrial","Pretrial Defendant","Single","Low",0.472916666666667
"Male","African-American","Post Sentence","Probation","Single","Medium",0.660416666666667
"Male","African-American","Pretrial","Pretrial Defendant","Single","Medium",0.7
"Female","Hispanic","Pretrial","Jail Inmate","Separated","Low",0.397916666666667
"Male","Caucasian","Pretrial","Jail Inmate","Married","Medium",0.545833333333333
"Male","Caucasian","Pretrial","Jail Inmate","Single","Low",0.470833333333333
"Male","Other","Pretrial","Jail Inmate","Single","Low",0.3625
"Female","Caucasian","Pretrial","Pretrial Defendant","Divorced","Low",0.158333333333333
"Male","African-American","Other","Probation","Single","Medium",0.614583333333333
"Male","Other","Pretrial","Jail Inmate","Single","Medium",0.527083333333333
"Male","Caucasian","Post Sentence","Probation","Single","Low",0.43125
"Male","Caucasian","Post Sentence","Probation","Single","Low",0.472916666666667
"Male","Caucasian","Pretrial","Jail Inmate","Married","Low",0.360416666666667
"Male","Caucasian","Pretrial","Jail Inmate","Significant Other","Low",0.4875
"Male","Caucasian","Other","Probation","Single","Low",0.522916666666667
"Female","African-American","Pretrial","Jail Inmate","Married","Low",0.516666666666667
"Male","Caucasian","Pretrial","Residential Program","Single","Medium",0.610416666666667
"Male","African-American","Pretrial","Jail Inmate","Single","Medium with Override Consideration",0.672916666666667
"Male","African-American","Post Sentence","Probation","Single","Medium",0.652083333333333
"Male","Caucasian","Post Sentence","Probation","Single","Medium with Override Consideration",0.727083333333333
"Male","Caucasian","Pretrial","Jail Inmate","Single","Low",0.385416666666667
"Female","Caucasian","Post Sentence","Jail Inmate","Single","Medium",0.6
"Male","African-American","Pretrial","Jail Inmate","Single","Medium with Override Consideration",0.727083333333333
"Male","African-American","Post Sentence","Probation","Single","Medium",0.61875
"Male","African-American","Pretrial","Jail Inmate","Single","Medium",0.641666666666667
"Male","Other","Pretrial","Jail Inmate","Single","Low",0.0895833333333334
"Male","Hispanic","Post Sentence","Probation","Married","Low",0.452083333333333
"Female","Hispanic","Post Sentence","Probation","Separated","Low",0.358333333333333
"Female","Caucasian","Post Sentence","Probation","Single","Low",0.295833333333333
"Female","African-American","Post Sentence","Probation","Divorced","Low",0.4125
"Female","Caucasian","Conditional Release","Probation","Single","Medium",0.5875
"Female","Caucasian","Other","Probation","Divorced","Low",0.475
"Male","Caucasian","Post Sentence","Probation","Divorced","Low",0.283333333333333
"Female","African-American","Post Sentence","Probation","Married","Low",0.458333333333333
"Male","Hispanic","Post Sentence","Probation","Divorced","Low",0.508333333333333
"Female","Caucasian","Pretrial","Pretrial Defendant","Single","Low",0.5125
"Male","Other","Pretrial","Jail Inmate","Separated","Low",0.302083333333333
"Male","Caucasian","Post Sentence","Probation","Single","Medium",0.6375
"Female","Caucasian","Post Sentence","Probation","Single","Low",0.502083333333333
"Male","Caucasian","Pretrial","Jail Inmate","Single","Low",0.235416666666667
"Male","African-American","Pretrial","Jail Inmate","Single","Low",0.108333333333333
"Male","Caucasian","Post Sentence","Probation","Separated","Low",0.35
"Male","African-American","Post Sentence","Probation","Single","Medium",0.658333333333333
"Male","Caucasian","Other","Probation","Single","Low",0.391666666666667
"Male","African-American","Post Sentence","Probation","Single","Low",0.59375
"Male","African-American","Pretrial","Jail Inmate","Single","Medium with Override Consideration",0.614583333333333
"Male","Caucasian","Pretrial","Pretrial Defendant","Single","Medium",0.63125
"Male","Caucasian","Post Sentence","Probation","Divorced","Low",0.439583333333333
"Female","Caucasian","Post Sentence","Probation","Single","Medium",0.625
"Male","Caucasian","Pretrial","Pretrial Defendant","Single","Low",0.3625
"Female","African-American","Probation Violator","Probation","Married","Low",0.43125
"Male","Caucasian","Other","Probation","Single","Medium",0.577083333333333
"Male","Hispanic","Pretrial","Jail Inmate","Single","Low",0.5625
"Male","African-American","Pretrial","Jail Inmate","Single","Medium",0.63125
"Male","Caucasian","Pretrial","Pretrial Defendant","Single","Low",0.591666666666667
"Male","African-American","Post Sentence","Probation","Single","Medium with Override Consideration",0.73125
"Male","African-American","Post Sentence","Probation","Single","Low",0.5375
"Female","Caucasian","Post Sentence","Probation","Married","Medium",0.625
"Male","African-American","Pretrial","Pretrial Defendant","Single","Low",0.470833333333333
"Female","African-American","Pretrial","Pretrial Defendant","Single","Medium",0.5375
"Male","Hispanic","Pretrial","Jail Inmate","Single","High",0.895833333333333
"Male","African-American","Other","Probation","Single","Low",0.245833333333333
"Male","African-American","Pretrial","Pretrial Defendant","Divorced","Medium",0.627083333333333
"Male","Other","Pretrial","Jail Inmate","Single","Low",0.325
"Male","African-American","Pretrial","Jail Inmate","Single","High",0.766666666666667
"Male","African-American","Post Sentence","Probation","Single","Low",0.333333333333333
"Male","Other","Pretrial","Jail Inmate","Single","High",0.797916666666667
"Male","Caucasian","Post Sentence","Probation","Single","Low",0.397916666666667
"Female","Hispanic","Post Sentence","Probation","Married","Low",0.258333333333333
"Male","African-American","Pretrial","Jail Inmate","Significant Other","Medium",0.597916666666667
"Male","Caucasian","Post Sentence","Probation","Single","Medium with Override Consideration",0.722916666666667
"Male","African-American","Pretrial","Jail Inmate","Married","Low",0.354166666666667
"Male","Caucasian","Pretrial","Jail Inmate","Single","Low",0.497916666666667
"Female","African-American","Post Sentence","Probation","Single","Medium with Override Consideration",0.68125
"Male","Hispanic","Post Sentence","Probation","Single","Medium",0.683333333333333
"Male","African-American","Pretrial","Jail Inmate","Single","Medium",0.610416666666667
"Male","Caucasian","Post Sentence","Probation","Married","Low",0.258333333333333
"Male","African-American","Pretrial","Jail Inmate","Married","High",0.697916666666667
"Female","Hispanic","Post Sentence","Probation","Single","Low",0.366666666666667
"Male","Caucasian","Post Sentence","Probation","Single","Medium with Override Consideration",0.722916666666667
"Male","Hispanic","Pretrial","Pretrial Defendant","Married","Low",0.45
"Female","Other","Other","Probation","Separated","Low",0.435416666666667
"Male","Caucasian","Pretrial","Jail Inmate","Divorced","Low",0.441666666666667
"Male","Hispanic","Pretrial","Jail Inmate","Single","High",0.695833333333333
"Female","African-American","Post Sentence","Probation","Single","Medium with Override Consideration",0.720833333333333
"Female","African-American","Post Sentence","Probation","Single","Low",0.508333333333333
"Male","Caucasian","Post Sentence","Probation","Married","Low",0.15
"Male","African-American","Post Sentence","Probation","Divorced","Low",0.314583333333333
"Male","Caucasian","Post Sentence","Probation","Married","Low",0.214583333333333
"Male","African-American","Pretrial","Jail Inmate","Single","Low",0.583333333333333
"Male","Hispanic","Post Sentence","Probation","Single","Low",0.5625
"Male","Caucasian","Pretrial","Jail Inmate","Single","Medium",0.65625
"Male","Caucasian","Pretrial","Jail Inmate","Single","Low",0.54375
"Male","Other","Pretrial","Jail Inmate","Single","Medium",0.5375
"Male","African-American","Pretrial","Jail Inmate","Single","Medium",0.658333333333333
"Female","African-American","Post Sentence","Probation","Single","Low",0.508333333333333
"Male","Caucasian","Pretrial","Jail Inmate","Single","Low",0.0604166666666667
"Male","Caucasian","Pretrial","Jail Inmate","Divorced","Low",0.185416666666667
"Male","Other","Pretrial","Jail Inmate","Single","Low",0.435416666666667
"Male","Hispanic","Post Sentence","Probation","Married","Low",0.416666666666667
"Male","Caucasian","Pretrial","Pretrial Defendant","Single","Medium",0.55
"Male","Hispanic","Other","Probation","Single","Low",0.314583333333333
"Female","Caucasian","Post Sentence","Probation","Single","Medium with Override Consideration",0.795833333333333
"Male","African-American","Post Sentence","Probation","Single","Medium with Override Consideration",0.702083333333333
"Female","African-American","Pretrial","Jail Inmate","Single","Low",0.545833333333333
"Male","Caucasian","Post Sentence","Probation","Single","Medium with Override Consideration",0.775
"Male","Caucasian","Other","Probation","Divorced","Low",0.5875
"Male","African-American","Post Sentence","Probation","Single","Medium",0.570833333333333
"Male","African-American","Post Sentence","Probation","Married","Low",0.35
"Female","Caucasian","Pretrial","Pretrial Defendant","Single","Medium",0.579166666666667
"Male","Caucasian","Pretrial","Pretrial Defendant","Single","Low",0.427083333333333
"Male","African-American","Pretrial","Jail Inmate","Single","Low",0.547916666666667
"Female","African-American","Post Sentence","Probation","Single","Medium",0.589583333333333
"Male","African-American","Pretrial","Jail Inmate","Single","Medium",0.61875
"Male","Caucasian","Pretrial","Jail Inmate","Significant Other","Low",0.452083333333333
"Male","Caucasian","Post Sentence","Probation","Divorced","Low",0.43125
"Male","Caucasian","Pretrial","Jail Inmate","Single","Medium",0.6375
"Female","Caucasian","Post Sentence","Probation","Divorced","Low",0.416666666666667
"Male","Caucasian","Pretrial","Jail Inmate","Single","Low",0.23125
"Female","African-American","Post Sentence","Probation","Single","Medium",0.610416666666667
"Male","Other","Pretrial","Jail Inmate","Separated","Low",0.389583333333333
"Male","African-American","Post Sentence","Probation","Separated","Low",0.395833333333333
"Male","Caucasian","Other","Probation","Single","Medium",0.60625
"Female","Caucasian","Post Sentence","Probation","Single","Low",0.45
"Male","African-American","Post Sentence","Probation","Widowed","Low",0.4375
"Female","African-American","Post Sentence","Probation","Married","Low",0.147916666666667
"Female","African-American","Pretrial","Jail Inmate","Single","Low",0.38125
"Male","African-American","Pretrial","Jail Inmate","Single","Low",0.5
"Male","African-American","Pretrial","Jail Inmate","Single","Low",0.545833333333333
"Female","Other","Pretrial","Jail Inmate","Divorced","Low",0.11875
"Male","African-American","Pretrial","Jail Inmate","Single","Medium with Override Consideration",0.775
"Male","African-American","Pretrial","Jail Inmate","Single","Medium",0.585416666666667
"Male","African-American","Pretrial","Jail Inmate","Single","Medium",0.677083333333333
"Male","African-American","Pretrial","Jail Inmate","Single","Low",0.458333333333333
"Male","Other","Pretrial","Jail Inmate","Divorced","Low",0.166666666666667
"Male","African-American","Pretrial","Jail Inmate","Single","Low",0.475
"Female","African-American","Pretrial","Jail Inmate","Single","Low",0.445833333333333
"Male","Caucasian","Pretrial","Jail Inmate","Single","Low",0.46875
"Male","African-American","Pretrial","Jail Inmate","Married","Low",0.51875
"Male","African-American","Pretrial","Jail Inmate","Single","Low",0.1875
"Male","Caucasian","Pretrial","Jail Inmate","Divorced","Low",0.391666666666667
"Male","African-American","Pretrial","Jail Inmate","Single","High",0.791666666666667
"Male","African-American","Pretrial","Jail Inmate","Single","Medium",0.629166666666667
"Male","Caucasian","Pretrial","Jail Inmate","Single","Low",0.35625
"Male","Caucasian","Other","Probation","Single","Low",0.497916666666667
"Male","Caucasian","Pretrial","Jail Inmate","Single","Low",0.327083333333333
"Male","African-American","Pretrial","Jail Inmate","Single","Low",0.5
"Female","Caucasian","Post Sentence","Probation","Single","Low",0.3
"Female","Caucasian","Other","Probation","Single","Low",0.391666666666667
"Male","Caucasian","Post Sentence","Probation","Single","Low",0.41875
"Male","Other","Post Sentence","Probation","Single","Low",0.272916666666667
"Male","African-American","Post Sentence","Probation","Single","Medium",0.664583333333333
"Male","African-American","Pretrial","Jail Inmate","Single","Medium",0.53125
"Male","Caucasian","Pretrial","Jail Inmate","Single","Low",0.275
"Male","African-American","Post Sentence","Probation","Married","Low",0.491666666666667
"Male","African-American","Other","Probation","Married","Low",0.28125
"Male","Hispanic","Post Sentence","Probation","Single","Low",0.36875
"Male","African-American","Pretrial","Jail Inmate","Single","Medium with Override Consideration",0.697916666666667
"Female","African-American","Pretrial","Jail Inmate","Single","Low",0.475
"Male","Caucasian","Post Sentence","Probation","Divorced","Low",0.233333333333333
"Female","Hispanic","Post Sentence","Probation","Single","Low",0.372916666666667
"Male","Other","Pretrial","Jail Inmate","Widowed","Low",0.0916666666666667
"Female","African-American","Post Sentence","Probation","Single","Medium",0.608333333333333
"Male","Caucasian","Pretrial","Pretrial Defendant","Single","Low",0.4625
"Male","African-American","Pretrial","Jail Inmate","Single","Low",0.416666666666667
"Female","African-American","Post Sentence","Probation","Single","Low",0.38125
"Male","African-American","Post Sentence","Probation","Single","Low",0.510416666666667
"Male","Hispanic","Other","Probation","Divorced","Low",0.59375
"Male","African-American","Pretrial","Jail Inmate","Married","Low",0.266666666666667
"Male","African-American","Pretrial","Jail Inmate","Single","Low",0.19375
"Male","Caucasian","Pretrial","Pretrial Defendant","Separated","Low",0.166666666666667
"Male","Caucasian","Post Sentence","Probation","Single","Low",0.229166666666667
"Male","African-American","Pretrial","Jail Inmate","Single","Medium",0.65
"Male","Caucasian","Pretrial","Jail Inmate","Single","Low",0.458333333333333
"Male","Other","Post Sentence","Probation","Single","Medium with Override Consideration",0.727083333333333
"Female","Caucasian","Post Sentence","Probation","Married","Low",0.260416666666667
"Male","Other","Pretrial","Pretrial Defendant","Married","Low",0.189583333333333
"Female","Other","Pretrial","Jail Inmate","Married","Low",0.208333333333333
"Female","African-American","Other","Probation","Single","Low",0.40625
"Male","African-American","Pretrial","Jail Inmate","Married","Low",0.33125
"Female","Caucasian","Pretrial","Pretrial Defendant","Single","Low",0.308333333333333
"Male","African-American","Post Sentence","Probation","Married","Low",0.210416666666667
"Male","Caucasian","Post Sentence","Probation","Single","Low",0.2
"Male","Hispanic","Post Sentence","Probation","Divorced","Low",0.510416666666667
"Male","Caucasian","Pretrial","Jail Inmate","Married","Low",0.114583333333333
"Male","Caucasian","Post Sentence","Probation","Single","Low",0.527083333333333
"Female","Caucasian","Pretrial","Jail Inmate","Single","High",0.810416666666667
"Male","Hispanic","Other","Probation","Married","Low",0.375
"Male","African-American","Pretrial","Jail Inmate","Single","High",0.83125
"Male","Caucasian","Pretrial","Pretrial Defendant","Single","Low",0.497916666666667
"Male","Caucasian","Post Sentence","Probation","Married","Low",0.25
"Male","Caucasian","Post Sentence","Probation","Married","Low",0.491666666666667
"Male","Caucasian","Post Sentence","Probation","Single","Medium with Override Consideration",0.760416666666667
"Male","Caucasian","Pretrial","Jail Inmate","Single","Medium",0.66875
"Male","Hispanic","Other","Probation","Married","Low",0.36875
"Female","Caucasian","Pretrial","Jail Inmate","Married","Low",0.154166666666667
"Male","Hispanic","Pretrial","Jail Inmate","Single","Low",0.552083333333333
"Female","Caucasian","Post Sentence","Probation","Single","Low",0.389583333333333
"Female","Hispanic","Pretrial","Pretrial Defendant","Significant Other","Low",0.3375
"Male","Caucasian","Post Sentence","Probation","Single","Low",0.354166666666667
"Male","African-American","Pretrial","Jail Inmate","Single","High",0.695833333333333
"Male","African-American","Other","Probation","Single","High",0.708333333333333
"Male","Caucasian","Post Sentence","Probation","Married","Low",0.372916666666667
"Female","Caucasian","Pretrial","Pretrial Defendant","Single","Low",0.15
"Female","Caucasian","Pretrial","Pretrial Defendant","Single","Low",0.327083333333333
"Female","African-American","Pretrial","Jail Inmate","Single","Low",0.370833333333333
"Male","Caucasian","Pretrial","Jail Inmate","Single","Low",0.347916666666667
"Male","African-American","Post Sentence","Probation","Single","Low",0.43125
"Male","Hispanic","Post Sentence","Probation","Single","Low",0.570833333333333
"Male","African-American","Post Sentence","Probation","Single","Low",0.56875
"Male","Other","Post Sentence","Probation","Separated","Low",0.489583333333333
"Female","Hispanic","Pretrial","Pretrial Defendant","Married","Low",0.210416666666667
"Male","Caucasian","Pretrial","Jail Inmate","Single","Low",0.24375
"Female","Other","Other","Probation","Single","Low",0.358333333333333
"Male","Other","Other","Probation","Single","Low",0.55
"Female","Hispanic","Other","Probation","Widowed","Low",0.491666666666667
"Male","African-American","Pretrial","Jail Inmate","Single","Low",0.5875
"Male","Caucasian","Post Sentence","Probation","Separated","Low",0.38125
"Female","African-American","Other","Probation","Single","Low",0.425
"Male","Hispanic","Other","Probation","Single","Low",0.38125
"Male","African-American","Pretrial","Jail Inmate","Single","Low",0.414583333333333
"Male","Caucasian","Pretrial","Pretrial Defendant","Single","Low",0.55
"Male","Hispanic","Other","Probation","Married","Low",0.44375
"Female","African-American","Pretrial","Jail Inmate","Single","Low",0.439583333333333
"Male","Asian","Pretrial","Jail Inmate","Single","Low",0.139583333333333
"Female","African-American","Other","Probation","Single","Low",0.360416666666667
"Male","African-American","Other","Probation","Single","Low",0.489583333333333
"Male","Caucasian","Pretrial","Jail Inmate","Single","Low",0.552083333333333
"Male","Hispanic","Post Sentence","Probation","Single","Low",0.454166666666667
"Male","African-American","Pretrial","Jail Inmate","Single","Medium",0.677083333333333
"Female","Caucasian","Pretrial","Jail Inmate","Single","Low",0.502083333333333
"Female","African-American","Other","Probation","Divorced","Low",0.48125
"Male","African-American","Post Sentence","Probation","Single","Low",0.529166666666667
"Male","Caucasian","Post Sentence","Probation","Single","Low",0.34375
"Male","Hispanic","Post Sentence","Probation","Divorced","Low",0.239583333333333
"Male","Hispanic","Post Sentence","Probation","Single","Low",0.4375
"Male","Caucasian","Pretrial","Jail Inmate","Separated","Low",0.320833333333333
"Male","Caucasian","Post Sentence","Probation","Married","Low",0.322916666666667
"Male","Caucasian","Post Sentence","Probation","Single","Low",0.233333333333333
"Female","African-American","Post Sentence","Probation","Married","Low",0.327083333333333
"Male","Caucasian","Post Sentence","Probation","Single","Medium with Override Consideration",0.69375
"Male","Caucasian","Post Sentence","Probation","Widowed","Low",0.277083333333333
"Female","African-American","Post Sentence","Probation","Single","Medium",0.570833333333333
"Male","Caucasian","Post Sentence","Probation","Single","Medium",0.66875
"Male","Caucasian","Pretrial","Jail Inmate","Married","Low",0.358333333333333
"Male","Caucasian","Pretrial","Jail Inmate","Single","Low",0.4
"Male","African-American","Pretrial","Jail Inmate","Single","Medium",0.585416666666667
"Male","African-American","Pretrial","Jail Inmate","Single","Low",0.477083333333333
"Male","Caucasian","Pretrial","Pretrial Defendant","Divorced","Low",0.34375
"Male","Hispanic","Post Sentence","Probation","Single","Medium with Override Consideration",0.68125
"Female","Hispanic","Pretrial","Pretrial Defendant","Married","Low",0.502083333333333
"Female","Hispanic","Post Sentence","Probation","Single","Low",0.477083333333333
"Male","African-American","Post Sentence","Probation","Married","Low",0.316666666666667
"Male","African-American","Post Sentence","Probation","Married","High",0.702083333333333
"Male","Hispanic","Pretrial","Jail Inmate","Married","Low",0.439583333333333
"Male","Caucasian","Post Sentence","Probation","Single","Low",0.377083333333333
"Male","African-American","Post Sentence","Probation","Single","Low",0.325
"Male","Caucasian","Pretrial","Pretrial Defendant","Single","Low",0.4875
"Female","African-American","Post Sentence","Probation","Married","Low",0.220833333333333
"Male","Asian","Post Sentence","Probation","Separated","Low",0.316666666666667
"Female","Caucasian","Pretrial","Jail Inmate","Divorced","Low",0.2625
"Male","Caucasian","Post Sentence","Probation","Single","Medium with Override Consideration",0.716666666666667
"Male","Hispanic","Post Sentence","Probation","Single","Low",0.541666666666667
"Male","Caucasian","Post Sentence","Probation","Single","Medium",0.639583333333333
"Male","Hispanic","Post Sentence","Probation","Married","Low",0.475
"Male","Hispanic","Post Sentence","Probation","Single","Low",0.34375
"Male","African-American","Pretrial","Jail Inmate","Single","Medium",0.533333333333333
"Male","Hispanic","Post Sentence","Probation","Divorced","Low",0.31875
"Female","Hispanic","Post Sentence","Probation","Married","Low",0.485416666666667
"Male","Arabic","Pretrial","Pretrial Defendant","Married","Low",0.28125
"Female","Hispanic","Post Sentence","Probation","Single","Medium",0.6
"Male","African-American","Post Sentence","Probation","Divorced","Low",0.345833333333333
"Female","African-American","Pretrial","Jail Inmate","Single","Low",0.460416666666667
"Male","Caucasian","Conditional Release","Probation","Single","Low",0.539583333333333
"Male","Other","Pretrial","Jail Inmate","Single","High",0.816666666666667
"Male","Caucasian","Pretrial","Jail Inmate","Single","Medium",0.652083333333333
"Male","Other","Pretrial","Jail Inmate","Married","Low",0.325
"Male","Other","Post Sentence","Probation","Single","Low",0.229166666666667
"Male","African-American","Post Sentence","Probation","Single","Medium with Override Consideration",0.777083333333333
"Female","Caucasian","Pretrial","Jail Inmate","Married","Low",0.533333333333333
"Male","African-American","Post Sentence","Probation","Single","Low",0.410416666666667
"Male","African-American","Pretrial","Pretrial Defendant","Single","Medium with Override Consideration",0.795833333333333
"Male","African-American","Post Sentence","Probation","Single","High",0.745833333333333
"Male","Hispanic","Other","Probation","Separated","Low",0.283333333333333
"Male","Other","Pretrial","Jail Inmate","Single","Medium",0.510416666666667
"Male","African-American","Post Sentence","Probation","Single","Medium",0.545833333333333
"Male","African-American","Pretrial","Jail Inmate","Single","Medium",0.60625
"Male","African-American","Post Sentence","Probation","Divorced","Low",0.185416666666667
"Male","African-American","Pretrial","Jail Inmate","Single","Low",0.347916666666667
"Female","African-American","Pretrial","Jail Inmate","Single","Medium",0.610416666666667
"Male","Hispanic","Post Sentence","Probation","Single","Low",0.441666666666667
"Male","Caucasian","Pretrial","Pretrial Defendant","Single","Low",0.595833333333333
"Male","Hispanic","Post Sentence","Probation","Divorced","Low",0.383333333333333
"Male","Hispanic","Other","Probation","Married","Low",0.208333333333333
"Male","African-American","Post Sentence","Probation","Single","Low",0.489583333333333
"Male","Caucasian","Pretrial","Jail Inmate","Married","Low",0.258333333333333
"Male","African-American","Other","Probation","Single","Medium",0.635416666666667
"Male","Caucasian","Post Sentence","Probation","Single","High",0.729166666666667
"Male","Caucasian","Post Sentence","Probation","Single","High",0.8
"Male","Caucasian","Pretrial","Jail Inmate","Single","Low",0.302083333333333
"Female","Caucasian","Post Sentence","Probation","Divorced","Low",0.304166666666667
"Male","African-American","Pretrial","Jail Inmate","Single","Low",0.589583333333333
"Male","Caucasian","Post Sentence","Probation","Married","Low",0.377083333333333
"Male","African-American","Pretrial","Jail Inmate","Single","Medium",0.645833333333333
"Male","African-American","Pretrial","Jail Inmate","Single","Medium",0.6625
"Male","African-American","Post Sentence","Probation","Single","Medium",0.641666666666667
"Male","African-American","Pretrial","Jail Inmate","Single","Medium with Override Consideration",0.739583333333333
"Male","African-American","Pretrial","Jail Inmate","Single","Low",0.433333333333333
"Male","African-American","Pretrial","Jail Inmate","Single","Medium with Override Consideration",0.727083333333333
"Male","African-American","Post Sentence","Probation","Single","Low",0.589583333333333
"Male","Hispanic","Post Sentence","Probation","Single","Low",0.541666666666667
"Female","Hispanic","Other","Probation","Single","Low",0.454166666666667
"Male","African-American","Pretrial","Jail Inmate","Single","Medium",0.616666666666667
"Male","Caucasian","Post Sentence","Probation","Single","Medium",0.633333333333333
